Order_ID,Customer_ID,Customer_Name,Customer_BirthDate,Customer_Group,Customer_Type,Street_ID,Street_Name,City,Postal_Code,State_Province,Country,Continent,xyContinentLat,xyContinentLon,Order_Date,Delivery_Date,Product_ID,Quantity,RetailPrice,Cost,Discount,Employee_ID,OrderType
1237230228,6054,"Bartolomiej, Ms. Gabi",01MAR1992,Orion Club members,Orion  Club members high activity,3940103461,Linnestr.,Freiburg,79110,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240700400001,1,$66.50,$57.80,,120493,1
1237230228,6054,"Bartolomiej, Ms. Gabi",01MAR1992,Orion Club members,Orion  Club members high activity,3940103461,Linnestr.,Freiburg,79110,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240700100012,1,$21.99,$18.20,,120493,1
1237230238,6238,"Jähnig, Ms. Anke",26MAY1990,Orion Club members,Orion  Club members medium activity,3940108751,Altneugasse,Saarbrücken,66117,Saarland,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100400008,1,$103.50,$103.40,,120436,1
1237230244,6716,"Sack, Ms. Anja d.",11JUN1948,Orion Club members,Orion Club members low activity,3940107555,Unterbibergerstr.,München,81737,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100800044,1,$14.10,$14.00,,120447,1
1237230254,7104,"Abbaspour, Ms. Doren",03JAN1978,Orion Club Gold members,Orion Club Gold members low activity,3940107114,Dachauerstr.,München,80995,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100100213,1,$13.30,$11.00,,120435,1
1237230258,7154,"Heimke, Mr. Harik",16MAR1988,Orion Club members,Orion  Club members high activity,3940108195,Senefelderstr.,Offenburg,77602,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100400044,2,$764.80,$377.90,,120438,1
1237230262,7358,"Müller, Ms. Claudia",11JUN1992,Orion Club Gold members,Orion Club Gold members high activity,3940107422,Paul-Gerhardt-Allee,München,81245,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220100100265,1,$44.70,$44.90,,120445,1
1237230280,9221,"Apstein, Mr. Nicolas",28MAR1973,Orion Club Gold members,Orion Club Gold members medium activity,3940103336,Theodor-Heuss-Allee,Frankfurt am Main,60486,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240400300009,1,$67.10,$55.60,,120469,1
1237230337,10860,"Trilevitch, Mr. Bernhard",18APR1978,Internet/Catalog Customers,Internet/Catalog Customers,3940103226,Messeturm,Frankfurt am Main,60308,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,05OCT2014,230100700002,1,$220.00,$270.00,,99999999,3
1237230342,11929,"Niopek, Ms. Edith",26NOV1990,Orion Club members,Orion  Club members medium activity,3940101333,Königswintererstr.,Bonn,53227,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,08OCT2014,230100700004,1,$360.00,$398.00,,99999999,2
1237230346,12703,"Rose, Ms. Elke",07APR1948,Orion Club members,Orion Club members low activity,3940104947,Tannenweg,Hilden,40723,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100400062,1,$113.20,$108.00,,120439,1
1237230351,12703,"Rose, Ms. Elke",07APR1948,Orion Club members,Orion Club members low activity,3940104947,Tannenweg,Hilden,40723,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240400300035,1,$19.10,$15.40,,120473,1
1237230399,16898,"Bonifer, Mr. Reinhard",06JUN1978,Orion Club members,Orion Club members low activity,3940101620,Johannes-Hess-Str.,Burghausen,84480,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220101400189,1,$4.80,$4.40,,120445,1
1237230409,17081,"Gladis-Dörr, Mr. Ulf",19JUL1958,Orion Club Gold members,Orion Club Gold members medium activity,3940100363,Herforderstr.,Bad Salzuflen,32105,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220101200010,1,$72.30,$57.90,,120446,1
1237230420,17642,"Von Briel, Ms. Annabelle",27JUN1958,Orion Club members,Orion  Club members medium activity,3940101854,Schöfferstr.,Darmstadt,64295,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100100006,1,$176.00,$149.10,,120461,1
1237230424,17951,"Von Borries, Mr. Christian",08MAY1990,Orion Club Gold members,Orion Club Gold members high activity,3940109781,Hecke,Vöhl-Marienhagen,34516,Bremen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200080,1,$58.20,$48.40,,120481,1
1237230429,19572,"Taubert, Mr. Harald",03OCT1958,Orion Club members,Orion Club members low activity,3940108208,Langestr.,Oldenburg,26122,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,06OCT2014,230100700011,1,$275.10,$226.90,,99999999,3
1237230429,19572,"Taubert, Mr. Harald",03OCT1958,Orion Club members,Orion Club members low activity,3940108208,Langestr.,Oldenburg,26122,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,06OCT2014,230100600016,1,$77.00,$77.20,,99999999,3
1237230459,21187,"Schimang, Ms. Kerry-Ann",13JUL1992,Orion Club members,Orion  Club members medium activity,3940103063,Große Gallusstraße,Frankfurt am Main,60015,Hessen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220200100099,1,$157.80,$158.00,,120454,1
1237230474,21402,"Hagen, Ms. Ursula",09APR1978,Orion Club Gold members,Orion Club Gold members medium activity,3940104231,Kapstadtring,Hamburg,22297,Hamburg,Germany,Europe,48.690833,9.140556,04OCT2014,10OCT2014,220200300004,1,$52.30,$47.80,,99999999,2
1237230493,23599,"Eberitzsch, Ms. Nesrin",18MAR1968,Orion Club members,Orion  Club members medium activity,3940100901,Rhinstr.,Berlin,10315,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240700400027,1,$70.20,$73.40,,120493,1
1237230540,25404,"Landfermann, Mr. Bodo",06APR1973,Orion Club Gold members,Orion Club Gold members medium activity,3940110096,Calmbacherstr.,Wildbad,75323,Bremen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,210201000023,1,$108.90,$99.30,,120442,1
1237230572,27306,"Eggeling, Ms. Nicole",18DEC1978,Orion Club members,Orion  Club members medium activity,3940103437,Engesserstr.,Freiburg,79108,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800200042,1,$47.90,$41.80,,120506,1
1237230572,27306,"Eggeling, Ms. Nicole",18DEC1978,Orion Club members,Orion  Club members medium activity,3940103437,Engesserstr.,Freiburg,79108,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800100067,1,$284.40,$242.50,,120506,1
1237230602,28093,"Wurm, Mr. Hartmut",10OCT1978,Internet/Catalog Customers,Internet/Catalog Customers,3940102007,Otto-Hahn-Str.,Dortmund,44227,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,10OCT2014,240400200023,1,$131.70,$110.00,,99999999,2
1237230612,30582,"Triebner, Mr. Jörg",04DEC1963,Orion Club members,Orion  Club members high activity,3940100891,Rabensteinerstr.,Berlin,12689,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100200029,1,$212.70,$193.60,,120467,1
1237230644,33097,"Stähler, Ms. Kathrin",28MAR1953,Orion Club Gold members,Orion Club Gold members low activity,3940106650,Hans-Sachs-Ring,Mannheim,68199,Baden-Württemberg,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100600036,1,$103.20,$100.80,,99999999,2
1237230647,33653,"Koch, Mr. Frauke",25DEC1958,Internet/Catalog Customers,Internet/Catalog Customers,3940105455,Düsternbrooker Weg,Kiel,24105,Schleswig-Holstein,Germany,Europe,48.690833,9.140556,04OCT2014,07OCT2014,230100200004,1,$99.90,$100.10,,99999999,3
1237230651,35337,"Buchholz, Mr. Lutz-Thomas",19JUL1953,Orion Club members,Orion  Club members high activity,3940110176,Aprather Weg,Wuppertal,42096,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,10OCT2014,220200200054,1,$195.70,$195.90,,99999999,3
1237230662,36431,"Greschuchna, Mr. Peter",21OCT1943,Orion Club Gold members,Orion Club Gold members high activity,3940102470,Boßlerweg,Eckwälden/Bad Boll,73087,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,220200100212,1,$103.50,$103.70,,120454,1
1237230669,37849,"Hellgurdt, Mr. Hans",07DEC1938,Orion Club Gold members,Orion Club Gold members medium activity,3940102148,Finkenstr.,Duisburg,47057,Nordrhein-Westfalen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240100100477,1,$8.50,$6.60,,120438,1
1237230692,38595,"Fobrich, Ms. Ilona A.M.",01NOV1963,Orion Club Gold members,Orion Club Gold members high activity,3940107316,Lenbachplatz,München,80333,Bayern,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240800200021,1,$95.90,$83.30,,120509,1
1237230708,39633,"Smit, Ms. Marion",13MAY1968,Orion Club Gold members,Orion Club Gold members high activity,3940100868,Otisstr.,Berlin,13507,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100500094,2,$173.20,$68.20,,99999999,2
1237230708,39633,"Smit, Ms. Marion",13MAY1968,Orion Club Gold members,Orion Club Gold members high activity,3940100868,Otisstr.,Berlin,13507,Berlin,Germany,Europe,48.690833,9.140556,04OCT2014,09OCT2014,230100200017,1,$196.70,$196.90,,99999999,2
1237230825,42938,"Sitzberger, Mr. Friedhelm",05AUG1992,Orion Club members,Orion  Club members medium activity,3940107897,Kabelstr.,Nordenham,26954,Niedersachsen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,240500200068,1,$118.70,$99.10,,120483,1
1237230849,47740,"Erdmann, Mr. Heinrich",09AUG1938,Orion Club members,Orion Club members low activity,3940101580,Hansastr.,Bremerhaven,27568,Bremen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100500091,1,$191.00,$160.90,,120462,1
1237230849,47740,"Erdmann, Mr. Heinrich",09AUG1938,Orion Club members,Orion Club members low activity,3940101580,Hansastr.,Bremerhaven,27568,Bremen,Germany,Europe,48.690833,9.140556,04OCT2014,04OCT2014,230100400025,1,$17.00,$13.20,,120462,1
